School	City	County	Private_Public	College	Applied	Admitted	Enrolled	Admit_Rate_%	Rank_Within_Type	Overall_Rank	African_American_Applied	African_American_Admitted	African_American_Enrolled	African_American_Admit_Rate_%	American_Indian_Applied	American_Indian_Admitted	American_Indian_Enrolled	American_Indian_Admit_Rate_%	Hispanic_Latinx_Applied	Hispanic_Latinx_Admitted	Hispanic_Latinx_Enrolled	Hispanic_Latinx_Admit_Rate_%	Pacific_Islander_Applied	Pacific_Islander_Admitted	Pacific_Islander_Enrolled	Pacific_Islander_Admit_Rate_%	Asian_Applied	Asian_Admitted	Asian_Enrolled	Asian_Admit_Rate_%	White_Applied	White_Admitted	White_Enrolled	White_Admit_Rate_%	Domestic_Unknown_Applied	Domestic_Unknown_Admitted	Domestic_Unknown_Enrolled	Domestic_Unknown_Admit_Rate_%	International_Applied	International_Admitted	International_Enrolled	International_Admit_Rate_%
LPS OAKLAND R&D CAMPUS	Oakland	Alameda	Public	UCLA	5	0	0	0.0	100	100	0	0	0	0.0	0	0	0	0.0	5	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
LUIS VALDEZ LEADERSHIP ACADEMY	San Jose	Santa Clara	Public	UCLA	8	0	0	0.0	100	100	0	0	0	0.0	0	0	0	0.0	8	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
MADISON PARK ACADEMY	Oakland	Alameda	Public	UCLA	12	0	0	0.0	100	100	0	0	0	0.0	0	0	0	0.0	11	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
MCCLYMONDS HIGH SCHOOL	Oakland	Alameda	Public	UCLA	19	0	0	0.0	100	100	17	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
METWEST HIGH SCHOOL	Oakland	Alameda	Public	UCLA	15	0	0	0.0	100	100	0	0	0	0.0	0	0	0	0.0	9	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
MILPITAS MIDDLE COLLEGE HS	Milpitas	Santa Clara	Public	UCLA	12	0	0	0.0	100	100	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	10	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
MISSION EARLY COLLEGE HIGH SCH	Santa Clara	Santa Clara	Public	UCLA	18	0	0	0.0	100	100	5	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	8	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
MOUNT PLEASANT HIGH SCHOOL	San Jose	Santa Clara	Public	UCLA	13	0	0	0.0	100	100	0	0	0	0.0	0	0	0	0.0	8	0	0	0.0	0	0	0	0.0	5	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
NEA COMMUNITY LEARNING CENTER	Alameda	Alameda	Public	UCLA	5	0	0	0.0	100	100	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
OAKLAND INTERNATIONAL HIGH SCH	Oakland	Alameda	Public	UCLA	9	0	0	0.0	100	100	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
OAKLAND MILITARY INST COL PREP	Oakland	Alameda	Public	UCLA	12	0	0	0.0	100	100	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	6	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
OAKLAND UNITY HIGH SCHOOL	Oakland	Alameda	Public	UCLA	6	0	0	0.0	100	100	0	0	0	0.0	0	0	0	0.0	6	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
SAN LORENZO HIGH SCHOOL	San Lorenzo	Alameda	Public	UCLA	19	0	0	0.0	100	100	6	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	6	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
SANTA TERESA HIGH SCHOOL	San Jose	Santa Clara	Public	UCLA	113	0	0	0.0	100	100	0	0	0	0.0	0	0	0	0.0	17	0	0	0.0	0	0	0	0.0	71	0	0	0.0	16	0	0	0.0	0	0	0	0.0	0	0	0	0.0
SOJOURNER TRUTH ACADEMY	Oakland	Alameda	Public	UCLA	6	0	0	0.0	100	100	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
TENNYSON HIGH SCHOOL	Hayward	Alameda	Public	UCLA	16	0	0	0.0	100	100	0	0	0	0.0	0	0	0	0.0	8	0	0	0.0	0	0	0	0.0	6	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
W C OVERFELT HIGH SCHOOL	San Jose	Santa Clara	Public	UCLA	26	0	0	0.0	100	100	0	0	0	0.0	0	0	0	0.0	21	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
MADISON PARK ACADEMY	Oakland	Alameda	Public	UCSD	5	4	0	80.0	100	100	0	0	0	0.0	0	0	0	0.0	5	4	0	80.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
KIPP SAN JOSE COLLEGIATE	San Jose	Santa Clara	Public	UCSD	39	25	5	64.1	1	1	0	0	0	0.0	0	0	0	0.0	7	0	0	0.0	0	0	0	0.0	31	23	5	74.19	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
SAN JOSE HIGH SCHOOL	San Jose	Santa Clara	Public	UCSD	8	5	0	62.5	100	100	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	3	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
ENVISION ACAD ARTS/TECHNOLOGY	Oakland	Alameda	Public	UCSD	5	3	0	60.0	100	100	0	0	0	0.0	0	0	0	0.0	0	3	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
TENNYSON HIGH SCHOOL	Hayward	Alameda	Public	UCSD	12	7	0	58.33	100	100	0	0	0	0.0	0	0	0	0.0	7	4	0	57.14	0	0	0	0.0	0	3	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
LIFE ACADEMY HIGH SCHOOL	Oakland	Alameda	Public	UCSD	7	4	0	57.14	100	100	0	0	0	0.0	0	0	0	0.0	6	3	0	50.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
HAYWARD HIGH SCHOOL	Hayward	Alameda	Public	UCSD	40	21	7	52.5	2	2	0	0	0	0.0	0	0	0	0.0	21	11	0	52.38	0	0	0	0.0	13	10	5	76.92	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
SKYLINE HIGH SCHOOL	Oakland	Alameda	Public	UCSD	84	44	6	52.38	3	3	13	4	0	30.77	0	0	0	0.0	22	12	0	54.55	0	0	0	0.0	25	14	0	56.0	21	13	3	61.9	0	0	0	0.0	0	0	0	0.0
RISE ACADEMY	San Jose	Santa Clara	Private	UCSD	6	3	0	50.0	100	100	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	5	3	0	60.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
ALAMEDA SCIENCE & TECHLGY INST	Alameda	Alameda	Public	UCSD	18	9	0	50.0	100	100	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	14	8	0	57.14	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
LUIS VALDEZ LEADERSHIP ACADEMY	San Jose	Santa Clara	Public	UCSD	6	3	0	50.0	100	100	0	0	0	0.0	0	0	0	0.0	6	3	0	50.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
METWEST HIGH SCHOOL	Oakland	Alameda	Public	UCSD	12	6	0	50.0	100	100	0	0	0	0.0	0	0	0	0.0	8	4	0	50.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
CRISTO REY DE LA SALLE E BAY	Oakland	Alameda	Private	UCSD	17	8	4	47.06	100	100	0	0	0	0.0	0	0	0	0.0	13	7	4	53.85	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
OAKLAND MILITARY INST COL PREP	Oakland	Alameda	Public	UCSD	9	4	0	44.44	100	100	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	5	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
OAKLAND TECHNICAL HIGH SCHOOL	Oakland	Alameda	Public	UCSD	147	64	23	43.54	4	4	26	5	0	19.23	0	0	0	0.0	16	6	0	37.5	0	0	0	0.0	56	27	11	48.21	45	24	9	53.33	0	0	0	0.0	0	0	0	0.0
BERKELEY HIGH SCHOOL	Berkeley	Alameda	Public	UCSD	402	168	57	41.79	5	5	53	4	0	7.55	0	0	0	0.0	63	19	5	30.16	0	0	0	0.0	78	41	18	52.56	196	97	30	49.49	9	5	0	55.56	0	0	0	0.0
VALLEY CHRISTIAN HIGH SCHOOL	Dublin	Alameda	Private	UCSD	12	5	0	41.67	100	100	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	7	3	0	42.86	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
MCCLYMONDS HIGH SCHOOL	Oakland	Alameda	Public	UCSD	10	4	0	40.0	100	100	9	3	0	33.33	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
EAST BAY INNOVATION ACADEMY	Oakland	Alameda	Public	UCSD	8	3	0	37.5	100	100	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
FREMONT HIGH SCHOOL	Oakland	Alameda	Public	UCSD	16	6	0	37.5	100	100	6	0	0	0.0	0	0	0	0.0	7	3	0	42.86	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
OAKLAND CHARTER HIGH SCHOOL	Oakland	Alameda	Public	UCSD	32	12	0	37.5	6	6	0	0	0	0.0	0	0	0	0.0	10	0	0	0.0	0	0	0	0.0	17	10	0	58.82	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
KIPP KING COLLEGIATE HIGH SCH	San Lorenzo	Alameda	Public	UCSD	57	21	6	36.84	7	7	5	0	0	0.0	0	0	0	0.0	16	5	0	31.25	0	0	0	0.0	35	16	6	45.71	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
LIGHTHOUSE COMMUNITY CHAR HS	Oakland	Alameda	Public	UCSD	11	4	0	36.36	100	100	0	0	0	0.0	0	0	0	0.0	10	3	0	30.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
BASIS INDEPENDENT FREMONT UPPER SCH	Fremont	Alameda	Private	UCSD	37	13	5	35.14	1	8	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	31	11	4	35.48	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
IMPACT ACAD ARTS/TECHNOLOGY	Hayward	Alameda	Public	UCSD	20	7	0	35.0	100	100	0	0	0	0.0	0	0	0	0.0	7	3	0	42.86	0	0	0	0.0	10	3	0	30.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
ASPIRE GOLDEN STATE PREP ACADEMY	Oakland	Alameda	Public	UCSD	15	5	0	33.33	100	100	0	0	0	0.0	0	0	0	0.0	15	5	0	33.33	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
OAKLAND HIGH SCHOOL	Oakland	Alameda	Public	UCSD	63	21	0	33.33	8	9	17	0	0	0.0	0	0	0	0.0	12	5	0	41.67	0	0	0	0.0	33	14	0	42.42	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
ABRAHAM LINCOLN HIGH SCHOOL	San Jose	Santa Clara	Public	UCSD	55	18	6	32.73	9	10	0	0	0	0.0	0	0	0	0.0	27	4	0	14.81	0	0	0	0.0	15	10	3	66.67	11	3	0	27.27	0	0	0	0.0	0	0	0	0.0
SUMMIT PUBLIC SCHOOL-TAHOMA	San Jose	Santa Clara	Public	UCSD	38	12	0	31.58	10	11	0	0	0	0.0	0	0	0	0.0	5	0	0	0.0	0	0	0	0.0	26	11	0	42.31	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
COLISEUM COLLEGE PREP ACADEMY	Oakland	Alameda	Public	UCSD	13	4	0	30.77	100	100	5	0	0	0.0	0	0	0	0.0	8	3	0	37.5	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
W C OVERFELT HIGH SCHOOL	San Jose	Santa Clara	Public	UCSD	13	4	0	30.77	100	100	0	0	0	0.0	0	0	0	0.0	8	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
HENRY T GUNDERSON HIGH SCHOOL	San Jose	Santa Clara	Public	UCSD	33	10	0	30.3	11	12	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	21	10	0	47.62	5	0	0	0.0	0	0	0	0.0	0	0	0	0.0
OAKWOOD SCHOOL	Morgan Hill	Santa Clara	Private	UCSD	17	5	0	29.41	100	100	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	8	0	0	0.0	5	0	0	0.0	0	0	0	0.0	0	0	0	0.0
MOUNT EDEN HIGH SCHOOL	Hayward	Alameda	Public	UCSD	45	13	8	28.89	12	13	5	0	0	0.0	0	0	0	0.0	14	4	0	28.57	0	0	0	0.0	26	7	5	26.92	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
UNIVERSITY PREP ACADEMY	San Jose	Santa Clara	Public	UCSD	60	17	4	28.33	13	14	13	0	0	0.0	0	0	0	0.0	5	0	0	0.0	0	0	0	0.0	32	13	3	40.62	7	0	0	0.0	0	0	0	0.0	0	0	0	0.0
MAYBECK HIGH SCHOOL	Berkeley	Alameda	Private	UCSD	11	3	0	27.27	100	100	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	5	0	0	0.0	0	0	0	0.0	0	0	0	0.0
PRESENTATION HIGH SCHOOL	San Jose	Santa Clara	Private	UCSD	68	18	0	26.47	2	15	0	0	0	0.0	0	0	0	0.0	12	0	0	0.0	0	0	0	0.0	37	12	0	32.43	11	0	0	0.0	5	4	0	80.0	0	0	0	0.0
ENCINAL HIGH SCHOOL	Alameda	Alameda	Public	UCSD	68	18	4	26.47	14	15	6	0	0	0.0	0	0	0	0.0	11	0	0	0.0	0	0	0	0.0	38	13	3	34.21	12	0	0	0.0	0	0	0	0.0	0	0	0	0.0
OAKLAND SCHOOL FOR THE ARTS	Oakland	Alameda	Public	UCSD	19	5	0	26.32	100	100	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	7	3	0	42.86	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
NOTRE DAME HIGH SCHOOL	San Jose	Santa Clara	Private	UCSD	90	23	3	25.56	3	17	0	0	0	0.0	0	0	0	0.0	18	0	0	0.0	0	0	0	0.0	49	18	0	36.73	17	3	0	17.65	0	0	0	0.0	0	0	0	0.0
QUARRY LANE SCHOOL	Dublin	Alameda	Private	UCSD	71	18	3	25.35	4	18	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	45	13	3	28.89	0	0	0	0.0	11	3	0	27.27	9	0	0	0.0
REDWOOD CHRISTIAN JR-SR HS	San Lorenzo	Alameda	Private	UCSD	16	4	0	25.0	100	100	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	6	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
CALIFORNIA CROSSPOINT HIGH SCHOOL	Hayward	Alameda	Private	UCSD	42	10	5	23.81	5	19	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	21	6	3	28.57	0	0	0	0.0	0	0	0	0.0	16	4	0	25.0
CRISTO REY SAN JOSE JESUIT HS	San Jose	Santa Clara	Private	UCSD	13	3	0	23.08	100	100	0	0	0	0.0	0	0	0	0.0	12	3	0	25.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
GERMAN INTL SCH SILICON VLLY	Mountain View	Santa Clara	Private	UCSD	13	3	0	23.08	100	100	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	7	0	0	0.0	0	0	0	0.0	0	0	0	0.0
SAN LORENZO HIGH SCHOOL	San Lorenzo	Alameda	Public	UCSD	13	3	0	23.08	100	100	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
YERBA BUENA HIGH SCHOOL	San Jose	Santa Clara	Public	UCSD	52	12	0	23.08	15	20	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	47	12	0	25.53	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
WILLOW GLEN HIGH SCHOOL	San Jose	Santa Clara	Public	UCSD	71	16	0	22.54	16	21	0	0	0	0.0	0	0	0	0.0	20	3	0	15.0	0	0	0	0.0	21	4	0	19.05	26	9	0	34.62	0	0	0	0.0	0	0	0	0.0
HEAD-ROYCE SCHOOL THE	Oakland	Alameda	Private	UCSD	76	17	0	22.37	6	22	11	0	0	0.0	0	0	0	0.0	7	0	0	0.0	0	0	0	0.0	36	10	0	27.78	18	4	0	22.22	0	0	0	0.0	0	0	0	0.0
ARISE HIGH SCHOOL	Oakland	Alameda	Public	UCSD	18	4	0	22.22	100	100	0	0	0	0.0	0	0	0	0.0	18	4	0	22.22	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
JOHN F KENNEDY HIGH SCHOOL	Fremont	Alameda	Public	UCSD	73	16	3	21.92	17	23	0	0	0	0.0	0	0	0	0.0	7	0	0	0.0	0	0	0	0.0	53	12	3	22.64	6	3	0	50.0	0	0	0	0.0	0	0	0	0.0
BASIS INDEPENDENT SILICON VALL	San Jose	Santa Clara	Private	UCSD	85	18	0	21.18	7	24	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	70	17	0	24.29	6	0	0	0.0	9	0	0	0.0	0	0	0	0.0
MILPITAS HIGH SCHOOL	Milpitas	Santa Clara	Public	UCSD	275	57	15	20.73	18	25	0	0	0	0.0	0	0	0	0.0	11	0	0	0.0	0	0	0	0.0	230	50	12	21.74	10	3	0	30.0	8	0	0	0.0	12	0	0	0.0
SANTA CLARA HIGH SCHOOL	Santa Clara	Santa Clara	Public	UCSD	117	24	8	20.51	19	26	12	0	0	0.0	0	0	0	0.0	15	0	0	0.0	0	0	0	0.0	70	19	5	27.14	12	0	0	0.0	0	0	0	0.0	0	0	0	0.0
KEHILLAH JEWISH HIGH SCHOOL	Palo Alto	Santa Clara	Private	UCSD	30	6	0	20.0	100	100	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	24	5	0	20.83	0	0	0	0.0	0	0	0	0.0
SAINT JOSEPH-NOTRE DAME HS	Alameda	Alameda	Private	UCSD	50	10	3	20.0	8	27	9	0	0	0.0	0	0	0	0.0	11	3	0	27.27	0	0	0	0.0	18	5	0	27.78	9	0	0	0.0	0	0	0	0.0	0	0	0	0.0
MOREAU CATHOLIC HIGH SCHOOL	Hayward	Alameda	Private	UCSD	102	20	4	19.61	9	28	11	0	0	0.0	0	0	0	0.0	13	0	0	0.0	0	0	0	0.0	66	17	3	25.76	5	0	0	0.0	0	0	0	0.0	0	0	0	0.0
NEWARK MEMORIAL HIGH SCHOOL	Newark	Alameda	Public	UCSD	77	15	0	19.48	20	29	8	0	0	0.0	0	0	0	0.0	22	3	0	13.64	0	0	0	0.0	42	11	0	26.19	5	0	0	0.0	0	0	0	0.0	0	0	0	0.0
ARCHBISHOP MITTY HIGH SCHOOL	San Jose	Santa Clara	Private	UCSD	226	43	12	19.03	10	30	6	0	0	0.0	0	0	0	0.0	32	3	0	9.38	0	0	0	0.0	122	30	8	24.59	38	4	3	10.53	25	6	0	24.0	0	0	0	0.0
BISHOP ODOWD HIGH SCHOOL	Oakland	Alameda	Private	UCSD	195	37	0	18.97	11	31	45	0	0	0.0	0	0	0	0.0	36	6	0	16.67	0	0	0	0.0	45	11	0	24.44	65	17	0	26.15	0	0	0	0.0	0	0	0	0.0
ARROYO HIGH SCHOOL	San Lorenzo	Alameda	Public	UCSD	95	18	0	18.95	21	32	0	0	0	0.0	0	0	0	0.0	19	0	0	0.0	0	0	0	0.0	71	15	0	21.13	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
SAN LEANDRO HIGH SCHOOL	San Leandro	Alameda	Public	UCSD	90	17	8	18.89	22	33	15	0	0	0.0	0	0	0	0.0	25	0	0	0.0	0	0	0	0.0	47	14	6	29.79	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
SAINT MARY'S COLLEGE HIGH SCHO	Berkeley	Alameda	Private	UCSD	88	16	3	18.18	12	34	17	0	0	0.0	0	0	0	0.0	21	0	0	0.0	0	0	0	0.0	24	5	0	20.83	25	7	0	28.0	0	0	0	0.0	0	0	0	0.0
ALAMEDA HIGH SCHOOL	Alameda	Alameda	Public	UCSD	172	31	8	18.02	23	35	0	0	0	0.0	0	0	0	0.0	22	3	0	13.64	0	0	0	0.0	82	17	4	20.73	60	10	4	16.67	0	0	0	0.0	0	0	0	0.0
SILVER CREEK HIGH SCHOOL	San Jose	Santa Clara	Public	UCSD	128	23	4	17.97	24	36	5	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	113	22	4	19.47	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
WASHINGTON HIGH SCHOOL	Fremont	Alameda	Public	UCSD	153	27	10	17.65	25	37	0	0	0	0.0	0	0	0	0.0	5	0	0	0.0	0	0	0	0.0	112	22	9	19.64	14	0	0	0.0	6	0	0	0.0	11	0	0	0.0
THE KINGS ACADEMY	Sunnyvale	Santa Clara	Private	UCSD	92	16	4	17.39	13	38	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	66	12	3	18.18	0	0	0	0.0	15	3	0	20.0	0	0	0	0.0
ALBANY HIGH SCHOOL	Albany	Alameda	Public	UCSD	133	23	6	17.29	26	39	0	0	0	0.0	0	0	0	0.0	13	0	0	0.0	0	0	0	0.0	67	17	4	25.37	43	4	0	9.3	6	0	0	0.0	0	0	0	0.0
LEADERSHIP PUBLIC SCH HAYWARD	Hayward	Alameda	Public	UCSD	29	5	0	17.24	100	100	0	0	0	0.0	0	0	0	0.0	13	3	0	23.08	0	0	0	0.0	10	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
DR TJ OWENS GILROY EARLY COLG	Gilroy	Santa Clara	Public	UCSD	35	6	0	17.14	27	40	0	0	0	0.0	0	0	0	0.0	15	0	0	0.0	0	0	0	0.0	15	3	0	20.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
DEL MAR HIGH SCHOOL	San Jose	Santa Clara	Public	UCSD	41	7	0	17.07	28	41	0	0	0	0.0	0	0	0	0.0	13	0	0	0.0	0	0	0	0.0	17	5	0	29.41	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
PROSPECT HIGH SCHOOL	Saratoga	Santa Clara	Public	UCSD	82	14	5	17.07	28	41	0	0	0	0.0	0	0	0	0.0	5	0	0	0.0	0	0	0	0.0	56	11	5	19.64	16	0	0	0.0	0	0	0	0.0	0	0	0	0.0
AMERICAN HIGH SCHOOL	Fremont	Alameda	Public	UCSD	317	54	12	17.03	30	43	0	0	0	0.0	0	0	0	0.0	7	0	0	0.0	0	0	0	0.0	252	42	10	16.67	7	0	0	0.0	23	8	0	34.78	23	3	0	13.04
AMADOR VALLEY HIGH SCHOOL	Pleasanton	Alameda	Public	UCSD	332	56	18	16.87	31	44	0	0	0	0.0	0	0	0	0.0	5	0	0	0.0	0	0	0	0.0	227	32	11	14.1	42	0	0	0.0	43	18	5	41.86	12	0	0	0.0
HARKER SCHOOL	San Jose	Santa Clara	Private	UCSD	174	29	0	16.67	14	45	0	0	0	0.0	0	0	0	0.0	5	0	0	0.0	0	0	0	0.0	115	19	0	16.52	19	0	0	0.0	31	7	0	22.58	0	0	0	0.0
OAK GROVE HIGH SCHOOL	San Jose	Santa Clara	Public	UCSD	42	7	0	16.67	32	45	0	0	0	0.0	0	0	0	0.0	9	0	0	0.0	0	0	0	0.0	29	7	0	24.14	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
MONTA VISTA HIGH SCHOOL	Cupertino	Santa Clara	Public	UCSD	321	53	12	16.51	33	47	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	233	40	8	17.17	22	3	0	13.64	41	9	4	21.95	20	0	0	0.0
JAMES LOGAN HIGH SCHOOL	Union City	Alameda	Public	UCSD	171	28	6	16.37	34	48	9	3	0	33.33	0	0	0	0.0	16	0	0	0.0	0	0	0	0.0	125	22	4	17.6	10	0	0	0.0	8	3	0	37.5	0	0	0	0.0
MISSION SAN JOSE HIGH SCHOOL	Fremont	Alameda	Public	UCSD	383	62	16	16.19	35	49	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	305	46	10	15.08	0	0	0	0.0	53	11	0	20.75	13	3	0	23.08
CUPERTINO HIGH SCHOOL	Cupertino	Santa Clara	Public	UCSD	316	51	8	16.14	36	50	0	0	0	0.0	0	0	0	0.0	8	0	0	0.0	0	0	0	0.0	236	35	5	14.83	19	0	0	0.0	29	8	0	27.59	22	5	0	22.73
CHRISTOPHER HIGH SCHOOL	Gilroy	Santa Clara	Public	UCSD	62	10	3	16.13	37	51	9	0	0	0.0	0	0	0	0.0	24	3	0	12.5	0	0	0	0.0	14	3	0	21.43	12	0	0	0.0	0	0	0	0.0	0	0	0	0.0
SARATOGA HIGH SCHOOL	Saratoga	Santa Clara	Public	UCSD	211	34	6	16.11	38	52	0	0	0	0.0	0	0	0	0.0	7	0	0	0.0	0	0	0	0.0	157	27	4	17.2	19	0	0	0.0	22	5	0	22.73	0	0	0	0.0
ANDREW P HILL HIGH SCHOOL	San Jose	Santa Clara	Public	UCSD	25	4	0	16.0	100	100	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	22	4	0	18.18	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0
IRVINGTON HIGH SCHOOL	Fremont	Alameda	Public	UCSD	349	55	18	15.76	39	53	0	0	0	0.0	0	0	0	0.0	7	0	0	0.0	0	0	0	0.0	285	41	11	14.39	6	0	0	0.0	30	6	0	20.0	20	8	7	40.0
